comparison_type	section	disease	left_trait	right_trait	rg	rg_se	left_h2	left_h2_se	right_h2	right_h2_se	left_source_url	right_source_identifier	right_source_url	intercept_gencov	intercept_gencov_se	intercept_left_h2	intercept_left_h2_se	intercept_right_h2	intercept_right_h2_se	intercept_constrained	overlap_status	archive_status	notes	ldsc_version	intercept_command_mode	log_file	run_status
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	OCD_2025	0.393778064763725	0.0279613128665526	0.3876	0.0136	0.3164	0.0203	https://figshare.com/articles/dataset/scz2022/19426775/7	2025 OCD GWAS, non-23andMe leave-UKB-out file	NA	0.0293	0.0082	1.0777	0.0165	1.022	0.0075	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__OCD_2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	PTSD	0.371885567001856	0.0235936979114614	0.3876	0.0136	0.0543	0.0023	https://figshare.com/articles/dataset/scz2022/19426775/7	PGC PTSD Freeze 3 European case-control; Figshare article 26349322, file 52065146; doi:10.6084/m9.figshare.26349322.v3	NA	0.0327	0.0087	1.0803	0.0158	1.0335	0.0106	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__PTSD.log	log_parsed
target_target	psychiatric	MDD	MDD_CLIN_PGC2025	MDD_EHR_PGC2025	0.8594	0.0455	0.095	0.0096	0.0474	0.0016	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	NA	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	0.0154	0.0081	1.0137	0.0078	1.0221	0.014	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	MDD_CLIN_PGC2025__MDD_EHR_PGC2025.log	log_parsed
target_target	psychiatric	MDD	MDD_CLIN_PGC2025	MDD_QUEST_PGC2025	0.8663	0.0514	0.095	0.0096	0.0704	0.0037	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	NA	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	0.0082	0.0066	1.0128	0.0075	1.0211	0.0105	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	MDD_CLIN_PGC2025__MDD_QUEST_PGC2025.log	log_parsed
target_target	psychiatric	MDD	MDD_CLIN_PGC2025	MDD_FINNGEN_R13	0.8297	0.0445	0.095	0.0096	0.041	0.0021	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	NA	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	0.0032	0.0071	1.0136	0.0076	1.1232	0.0126	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	MDD_CLIN_PGC2025__MDD_FINNGEN_R13.log	log_parsed
target_target	psychiatric	MDD	MDD_EHR_PGC2025	MDD_QUEST_PGC2025	0.8794	0.0219	0.0474	0.0016	0.0704	0.0037	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	NA	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	0.0238	0.008	1.0316	0.0127	1.021	0.0097	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	MDD_EHR_PGC2025__MDD_QUEST_PGC2025.log	log_parsed
target_target	psychiatric	MDD	MDD_EHR_PGC2025	MDD_FINNGEN_R13	0.8575	0.0188	0.0474	0.0016	0.041	0.0021	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	NA	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	0.2183	0.0093	1.0326	0.013	1.1211	0.0116	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	MDD_EHR_PGC2025__MDD_FINNGEN_R13.log	log_parsed
target_target	psychiatric	MDD	MDD_QUEST_PGC2025	MDD_FINNGEN_R13	0.7839	0.0287	0.0704	0.0037	0.041	0.0021	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	NA	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	0.0024	0.0072	1.0132	0.0089	1.121	0.0108	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__MDD_FINNGEN_R13.log	log_parsed
target_target	psychiatric	BD	BD_CLIN_PGC4	BD_FINNGEN_R13	0.8435	0.0563	0.3502	0.0168	0.1497	0.016	https://figshare.com/articles/dataset/bip2024/27216117	NA	https://r13.risteys.finngen.fi/endpoints/F5_BIPO	0.0007	0.0058	1.0255	0.0098	1.0593	0.0097	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	BD_CLIN_PGC4__BD_FINNGEN_R13.log	log_parsed
target_target	psychiatric	BD	BD_PGC2021	BD_FINNGEN_R13	0.8846	0.0531	0.2788	0.0114	0.1497	0.016	NA	NA	https://r13.risteys.finngen.fi/endpoints/F5_BIPO	0.0028	0.0063	1.0367	0.0114	1.0594	0.0094	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	BD_PGC2021__BD_FINNGEN_R13.log	log_parsed
target_target	psychiatric	SCZ	SCZ_PGC2022	SCZ_FINNGEN_R13	0.9554	0.0673	0.3876	0.0136	0.13	0.0185	https://figshare.com/articles/dataset/scz2022/19426775/7	NA	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	0.0153	0.0073	1.0786	0.0161	1.0412	0.0081	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	SCZ_PGC2022__SCZ_FINNGEN_R13.log	log_parsed
target_target	neurological	AD	AD_GCST90704646_MAIN	AD_GCST90704647_NOPROXY	1.0019	0.0069	0.0726	0.0103	0.0767	0.0109	https://www.nature.com/articles/s41588-026-02583-1	NA	https://www.nature.com/articles/s41588-026-02583-1	1.0367	0.1005	1.1881	0.105	1.1743	0.0961	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	AD_GCST90704646_MAIN__AD_GCST90704647_NOPROXY.log	log_parsed
target_target	neurological	AD	AD_GCST90704646_MAIN	AD_GCST90704648_NOBIOBANK	0.9731	0.0149	0.0726	0.0103	0.0971	0.0145	https://www.nature.com/articles/s41588-026-02583-1	NA	https://www.nature.com/articles/s41588-026-02583-1	0.8986	0.0807	1.1895	0.1052	1.1352	0.0639	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	AD_GCST90704646_MAIN__AD_GCST90704648_NOBIOBANK.log	log_parsed
target_target	neurological	AD	AD_GCST90704647_NOPROXY	AD_GCST90704648_NOBIOBANK	0.9869	0.0102	0.0767	0.0109	0.0971	0.0145	https://www.nature.com/articles/s41588-026-02583-1	NA	https://www.nature.com/articles/s41588-026-02583-1	0.9633	0.0768	1.1753	0.0961	1.135	0.0639	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	AD_GCST90704647_NOPROXY__AD_GCST90704648_NOBIOBANK.log	log_parsed
target_target	neurological	Epilepsy	EPILEPSY_ILAE2023_EUR	EPILEPSY_EHR_META_2OF3	0.7558	0.0725	0.1106	0.013	0.0609	0.0057	https://www.ebi.ac.uk/gwas/studies/GCST90271611	NA	Derived analysis; component sources listed in this table	NA	NA	NA	NA	NA	NA	FALSE	participant_overlap_unknown_or_unreported	not_archived_in_current_project	intercept not recoverable from current archive; LDSC command mode recorded as freely estimated	NA	freely_estimated_default	NA	log_unavailable
target_target	neurological	Epilepsy	EPILEPSY_ILAE2023_EUR	EPILEPSY_EHR_META_3OF3	0.7477	0.0756	0.1106	0.013	0.0603	0.006	https://www.ebi.ac.uk/gwas/studies/GCST90271611	NA	Derived analysis; component sources listed in this table	NA	NA	NA	NA	NA	NA	FALSE	participant_overlap_unknown_or_unreported	not_archived_in_current_project	intercept not recoverable from current archive; LDSC command mode recorded as freely estimated	NA	freely_estimated_default	NA	log_unavailable
target_target	neurological	Epilepsy	EPILEPSY_ILAE2023_EUR	EPILEPSY_FINNGEN_R13	0.7454	0.0898	0.1106	0.013	0.0704	0.0106	https://www.ebi.ac.uk/gwas/studies/GCST90271611	NA	https://r13.risteys.finngen.fi/endpoints/G6_EPLEPSY	-0.0032	0.0074	1.1037	0.0117	1.017	0.0111	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	EPILEPSY_ILAE2023_EUR__EPILEPSY_FINNGEN_R13.log	log_parsed
target_target	psychiatric_sensitivity	SCZ	SCZ_FINNGEN_R13_EXMORE	SCZ_PGC2022	0.8677	0.0372	0.1363556618031	0.0127609820917577	0.3876	0.0136	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	PGC schizophrenia wave 3 European summary statistics	https://figshare.com/articles/dataset/scz2022/19426775/7	0.0219	0.0087	1.0607	0.0088	1.0786	0.0161	FALSE	participant_overlap_not_reported_in_log; source records kept separate	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__SCZ_PGC2022.log	log_parsed
target_target	psychiatric_sensitivity	SCZ	SCZ_FINNGEN_R13_EXMORE	SCZ_FINNGEN_R13	0.8955	0.0481	0.1363556618031	0.0127609820917577	0.13	0.0185	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	NA	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	0.498	0.0063	1.0593	0.0082	1.0373	0.0067	FALSE	documented_shared_FinnGen_cohorts_and_cases	archived_ldsc_log	parsed from archived LDSC pairwise log; intercepts freely estimated unless command indicates a constraint	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__SCZ_FINNGEN_R13.log	log_parsed
